epoch,blocks,active_stake,active_size,delegators_count,rewards,fees,pool_id
283,39,56658569369845,0.002434085457904527,1495,28288394732,591535552,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt
283,11,11769467629548,0.0005056232503393904,176,7981994449,714457728,pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy
283,0,540836677095,2.3234661684186245e-05,9,0,0,pool1c8k78ny3xvsfgenhf4yzvpzwgzxmz0t0um0h2xnn2q83vjdr5dj
283,1,3371192842956,0.00014482842694574496,773,710022054,347400441,pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r
283,0,4000924534,1.718820707034292e-07,14,0,0,pool1ddskftmsscw92d7vnj89pldwx5feegkgcmamgt5t0e4lkd7mdp8
283,52,57195354732377,0.0024571460727327325,2089,38064702327,1094494046,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9
283,17,19386701942857,0.0008328641157140244,391,12367324473,700819734,pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42
283,23,26839132384315,0.001153024909841883,446,16676898857,666737977,pool1qzlw7z5mutmd39ldyjnp8n650weqe55z5p8dl3fagac3ge0nx8l
283,47,55350145819965,0.002377874812790043,1005,34023992285,676839922,pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z
283,25,29123760133333,0.0012511738614031194,327,18126738496,695734769,pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx
283,2,2132488356188,9.161295378048371e-05,62,1448156906,348311176,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz
283,3,3747560649541,0.00016099740923776075,49,2179512264,340000000,pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d
283,21,14980085693892,0.0006435532903708033,534,15230762261,608033720,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74
283,22,26713090913104,0.0011476100941206291,447,15963643944,639172795,pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y
283,0,335790181901,1.4425743674130754e-05,28,0,0,pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne
283,51,54422949844940,0.0023380419284702155,3489,36919742233,1071594844,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt
283,25,18787013991257,0.0008071011686699186,122,18120691726,1108827669,pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y
283,27,26488381295597,0.0011379564368132107,280,19561683025,724433660,pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky
283,9,4248410827789,0.00018251422741762794,25,6524582907,401845829,pool1v4wgyctxyxlcf90qtgflznv5f4fcm6cy0z80mchctekt20d3cww
283,3,3330814521435,0.0001430937505089416,125,2172538897,376650777,pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46
283,48,49131259064897,0.002110707780808425,673,34847171627,1375215148,pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj
283,3,1336186475569,5.740335672792691e-05,125,2170412596,340000000,pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90
283,5,1749386696624,7.515468120468299e-05,68,3620887059,405617741,pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt
283,0,16875645072,7.249876359281214e-07,8,0,0,pool1q3xdrewrldt06rpjx6pzguzm847ujxnmajxrsr7dsthscz4htlv
283,3,1266413624167,5.440587400213591e-05,19,2174779399,376695587,pool1u899yml96tf2cf4zkw4490mnhf832pk6fefnaluvt7487jmqzhg
283,37,43961016490224,0.0018885911194663136,856,26838452590,869969051,pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z
283,13,9800209123199,0.0004210227468944513,190,9436287812,567407195,pool1pk7cjkcdsawxf25dwml0ely8vhjx7wp7nqans3jwatanceyqae0
283,9,5420105062576,0.00023285090075275653,141,6529710566,463794211,pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd
283,1,433607200060,1.8628020295028362e-05,15,724286557,356140035,pool14kg79f3v5lqfvp5etqvmy6m9kuzpnd80w5cl44qrl8tpuk00quc
283,0,23773148810,1.0213084525536726e-06,4,0,0,pool1lagcrwhhy24grdxpetj5vwwey6z8ncp7gx9gdd5p7gnd5f6urcc
283,0,168714011171,7.248053131299819e-06,17,0,0,pool13n4jzw847sspllczxgnza7vkq80m8px7mpvwnsqthyy2790vmyc
283,46,40054039449959,0.0017207450883390733,1233,33333727179,669937271,pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5
283,7,6504361969621,0.0002794312150710246,171,5089537520,462538068,pool1qqqz9vlskay2gv3ec5pyck8c2tq9ty7dpfm60x8shvapguhcemt
283,25,36755572992174,0.0015790410296666457,2363,18097352968,428786764,pool1wz27a9pvd2jat98s375lxaaj7qxy405km4vzp83wn5vtwp59kvh
283,1,5099436485653,0.0002190747901206615,56,724742759,345771141,pool1d70vllztcsgx3ku8h5vnukzz2a7lpzjxfjmuqqvxtj9kq27hygs
283,0,110435961047,4.744393827869588e-06,3,0,0,pool14hsxa2zfwzvy9ncdjwnx0xkcltjmdydeayxfju7suuuewv0dnke
283,11,15271941460769,0.0006560915857400997,572,7974886556,530872163,pool10capak8jppvj8h46e35xdth6h22pahtr3lcgscrpa06jzv0xn8w
283,0,401687075954,1.725671299297223e-05,30,0,0,pool1a6ccp9fpgn40r2jl7fapjv3224swqf72z5gt4cgwctnk5etfjlr
283,69,64258442778445,0.002760580488603873,2668,50033854112,687856978,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0
283,1,2915365822124,0.00012524583008410186,57,724182453,349220378,pool1h5jtxde8j86qrnqzj32ugn480u7gw5xw8wqy5d227rl3vfg58qz
283,10,11806900660661,0.0005072313953683034,149,7248222489,374541112,pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc
283,21,22677742428753,0.0009742491502672966,546,15214077464,934963098,pool1jk25l2pejpdzq8vdjlxrr05th49v9tgd78fqrtxvuw3rumpfc6t
283,65,58375122543879,0.002507829591671162,3469,47150571696,1744317150,pool1xxhs2zw5xa4g54d5p62j46nlqzwp8jklqvuv2agjlapwjx9qkg9
283,50,56940766853697,0.0024462088277555664,3584,37799036431,2212951821,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc
283,41,31638671111482,0.0013592159159046744,1463,29735544967,575164359,pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962
283,39,42894020667761,0.001842752351491979,1604,28206909248,897338184,pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv
283,12,16159839241467,0.0006942361965225413,153,8692139740,590564192,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx
283,11,11910400993829,0.0005116778305440313,250,7973085244,530827131,pool1a3u8zuz7fqavxgl48s8k37w8w6njk7zevlzyfjdlzxfexjcue6a
283,0,2790536496424,0.00011988308884679642,45,0,0,pool1vayu3mf4qgudxeelywy5jxjxaz56ycyr03trp4m4q7925mwv5ct
283,42,54035603203137,0.0023214012889611877,1612,30426518319,872531374,pool1qqqyv9pn9typyqwcxqk5ewpxy5p27g5j2ms58hpp2c2kuzs5z77
283,57,59720469515250,0.002565626488685525,238,41278372992,2386918649,pool1vxz0deezj5c2950e7arpzfqxzq8zd9kawsullrzjw5rsq0yhxgr
283,51,52437701228903,0.0022527544805101794,220,36933280112,2169664005,pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7
283,2,1068351038208,4.589698883966739e-05,18,1448632429,373258972,pool1k3sjc2sypvtrgne7gc7mlgv5pfu2pn4zdlyky9tkxzmckcp9mxr
283,49,56868613776156,0.0024431090891151646,125,35484916835,2097245841,pool14mm59ntjqzphjr6chrww639cdr3yjce4qcwzc5jkk38y22u7uc6
283,18,17868031791962,0.0007676211529855198,364,13058470296,530777054,pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl
283,53,52967464491364,0.0022755134217900255,155,38381644178,2242082208,pool1spus7k8cy5qcs82xhw60dwwk2d4vrfs0m5vr2zst04gtq700gjn
283,23,26202984201646,0.0011256956098308043,223,16654894243,666297884,pool1wll3vr4v605eap9hpjfpda5cjegqfkjt8hrz3kkxpnffqejhav3
283,4,5143925965214,0.00022098608432440832,50,2900048426,391200968,pool1u3v7s93f2d968a8kce6zgfmckfx56ly626jkml6jv7tgweplrn8
283,0,528085332072,2.268685640363628e-05,33,0,0,pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq
283,42,55067411898300,0.002365728397255108,270,30415528135,1843776406,pool1jx4ss2zjage3cw0wht3450328y82yeprmq4fr3e2qtac2rhezkv
283,44,38692455657054,0.001662250647923632,111,31864003966,1916200198,pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y
283,59,60656585550430,0.002605842584035006,4913,43290208836,1134578863,pool1gtphgrdj8sluxm9e7ca2spcwcq2p0dxj9zf5v0yv3gsagzq704n
283,0,365891871575,1.571892996366729e-05,22,0,0,pool1wm5quxelvgk8q50jyfznf9asvelp9zf0tk2wu4jazlw9yj4uctw
283,5,3623082144189,0.00015564973944890348,87,3635510519,343295510,pool1lllmq2jgcqrag5c77lpc5m34fsqn63leadyx9tzx842n66ly3ql
283,5,4176699226307,0.00017943345484832827,35,3628019993,432064559,pool1wjsshqjpl3n6zlscnfvyy9gxklkav2dvfyprfye6l0kewyvv6yj
283,6,6644790836308,0.00028546412176236015,189,4349829921,380098299,pool1ft4xjlz9uw0r0ewcgtkgeakqrfc5azxmxwsm5pt94dv67mw4rgd
283,0,105739372462,4.542625620453585e-06,11,0,0,pool1nc8vcafsgemc2jx7mmze3sppakahrl4z5qqauw6znr93jfyqv6j
283,36,30244084072010,0.0012993036366093277,543,26192364036,1050940010,pool1ljlmfg7p37ysmea9ra5xqwccue203dpj40w6zlzn5r2cvjrf6tw
283,51,53411416639808,0.002294585867150923,5184,37063307054,1074466141,pool17ahr5ygy48vpdfnatqn2z4wfu2te4quapk2yx3k50ce6kd7feg0
283,20,33690060274943,0.0014473448006756492,114,14483637508,1047181875,pool1xrrrr8gldqz8pjxj6j8c638a9py04xuv66kfgn2dlsx9g52te0t
283,25,35353153494369,0.0015187922633554771,83,18104547193,1228227359,pool1x2h98z6e5xvrg5zw3v3dlu8hqdtj6lhp6r3w5ge7rvcqcx3pafq
283,18,20666463060822,0.0008878434058986464,412,13032906413,720787192,pool1hwlghkwnjsjk8370qt3dvp23d7urwm36f95fmxcz3np2kghknj9
283,35,34979088572339,0.0015027222143381433,33,25346366025,1590318301,pool1nl74emh67vuyt8cgv6gwhjnrctxgrpqlrdzznj4l3lh5j8lj3ah
283,35,48019532685389,0.002062947361799867,161,25346368194,1590318409,pool1k0xrqp03mn9u3q3sadndd6vu9udl5v38xpzyw0shm8sskuxw2av
283,33,38019853927347,0.0016333552820954828,88,23897970828,1517898541,pool1q66d2n39uvln4hazyzv8fyq977mpqus78sjd2369qfn7cptdeyh
